,Genome,Order,Family,Genus,VC,VC Status,Size,VC Subcluster,VC Subcluster Size,Quality,Adj P-value,Topology Confidence Score,Genera in VC,Families in VC,Orders in VC,Genus Confidence Score
1227,Mycobacterium~virus~SG4,Caudovirales,Siphoviridae,Che8virus,280_1,Clustered,34,VC_280_1,34,0.5334,1.0,0.5334,2,1,1,0.7914
1228,Mycobacterium~virus~Wonder,Caudovirales,Siphoviridae,L5virus,286_0,Clustered,9,VC_286_0,9,0.2239,1.0,0.2239,2,1,1,1.0
1229,Mycobacterium~virus~Yoshi,Caudovirales,Siphoviridae,Che8virus,290_0,Clustered,4,VC_290_0,4,0.0865,0.99997044,0.0865,2,1,1,1.0
1230,Mycobacterium~virus~lockley,Caudovirales,Siphoviridae,L5virus,315_0,Clustered,49,VC_315_0,49,0.998,1.0,0.998,2,1,1,1.0
1231,Mycoplasma~phage~MAV1,Unassigned,Unassigned,Unassigned,323_0,Clustered,2,VC_323_0,2,1.0,0.0,0.0,1,1,1,1.0
1232,Mycoplasma~phage~phiMFV1,Unassigned,Unassigned,Unassigned,323_0,Clustered,2,VC_323_0,2,1.0,0.0,0.0,1,1,1,1.0
1233,Nonlabens~phage~P12024L,Caudovirales,Siphoviridae,P12024virus,324_0,Clustered,2,VC_324_0,2,1.0,0.0,0.0,1,1,1,1.0
1234,Nonlabens~phage~P12024S,Caudovirales,Siphoviridae,P12024virus,324_0,Clustered,2,VC_324_0,2,1.0,0.0,0.0,1,1,1,1.0
1235,Oenococcus~phage~phi9805,Unassigned,Unassigned,Unassigned,153_0,Clustered,3,VC_153_0,3,0.5444,0.99437546,0.5413,1,1,1,1.0
1236,Oenococcus~phage~phiS11,Unassigned,Unassigned,Unassigned,153_0,Clustered,3,VC_153_0,3,0.5444,0.99437546,0.5413,1,1,1,1.0
1237,Oenococcus~phage~phiS13,Unassigned,Unassigned,Unassigned,153_0,Clustered,3,VC_153_0,3,0.5444,0.99437546,0.5413,1,1,1,1.0
1238,Paenibacillus~phage~Diva,Caudovirales,Siphoviridae,Sitaravirus,118_0,Clustered,9,VC_118_0,9,0.7115,1.0,0.7115,1,1,1,1.0
1239,Paenibacillus~phage~Fern,Caudovirales,Siphoviridae,Sitaravirus,118_0,Clustered,9,VC_118_0,9,0.7115,1.0,0.7115,1,1,1,1.0
1240,Paenibacillus~phage~HB10c2,Caudovirales,Siphoviridae,Sitaravirus,118_0,Clustered,9,VC_118_0,9,0.7115,1.0,0.7115,1,1,1,1.0
1241,Paenibacillus~phage~Rani,Caudovirales,Siphoviridae,Sitaravirus,118_0,Clustered,9,VC_118_0,9,0.7115,1.0,0.7115,1,1,1,1.0
1242,Paenibacillus~phage~Shelly,Caudovirales,Siphoviridae,Sitaravirus,118_0,Clustered,9,VC_118_0,9,0.7115,1.0,0.7115,1,1,1,1.0
1243,Paenibacillus~phage~Sitara,Caudovirales,Siphoviridae,Sitaravirus,118_0,Clustered,9,VC_118_0,9,0.7115,1.0,0.7115,1,1,1,1.0
1244,Paenibacillus~phage~Tripp,Caudovirales,Siphoviridae,Trippvirus,138_0,Clustered,2,VC_138_0,2,0.3708,0.86379026,0.3203,2,1,1,1.0
1245,Paenibacillus~phage~Willow,Caudovirales,Siphoviridae,Sitaravirus,118_0,Clustered,9,VC_118_0,9,0.7115,1.0,0.7115,1,1,1,1.0
1246,Paenibacillus~phage~Xenia,Caudovirales,Siphoviridae,Sitaravirus,118_0,Clustered,9,VC_118_0,9,0.7115,1.0,0.7115,1,1,1,1.0
1247,Paenibacillus~phage~phiIBB_Pl23,Caudovirales,Siphoviridae,Sitaravirus,118_0,Clustered,9,VC_118_0,9,0.7115,1.0,0.7115,1,1,1,1.0
1248,Pantoea~phage~LIMElight,Caudovirales,Podoviridae,Phikmvvirus,32_0,Clustered,4,VC_32_0,4,0.0806,0.99615783,0.0803,2,1,1,1.0
1249,Pantoea~phage~vB_PagS_Vid5,Caudovirales,Siphoviridae,Vidquintavirus,3_1,Clustered,6,VC_3_1,6,0.4876,0.99999999,0.4876,2,1,1,1.0
1250,Parabacteroides~phage~YZ-2015a,Unassigned,Microviridae,Unassigned,74_0,Clustered,6,VC_74_0,6,0.54,0.99999996,0.54,1,2,1,1.0
1251,Parabacteroides~phage~YZ-2015b,Unassigned,Microviridae,Unassigned,74_0,Clustered,6,VC_74_0,6,0.54,0.99999996,0.54,1,2,1,1.0
1252,Paracoccus~phage~vB_PmaS-R3,Caudovirales,Siphoviridae,Unassigned,1_0,Clustered,12,VC_1_0,12,0.7004,1.0,0.7004,4,1,1,1.0
1253,Pasteurella~virus~F108,Caudovirales,Myoviridae,Hp1virus,69_0,Clustered,7,VC_69_0,7,0.562,1.0,0.562,2,1,1,1.0
1254,Pectobacterium~bacteriophage~PM2,Caudovirales,Myoviridae,Unassigned,33_3,Clustered/Singleton,1,VC_33_3,1,0.0,0.0,0.0,1,1,1,1.0
1255,Pectobacterium~phage~CBB,Caudovirales,Myoviridae,Eneladusvirus,71_3,Clustered/Singleton,1,VC_71_3,1,0.0,0.0,0.0,1,1,1,1.0
1256,Pectobacterium~phage~My1,Caudovirales,Siphoviridae,Myunavirus,263_2,Clustered,3,VC_263_2,3,0.0515,0.59412322,0.0306,3,1,1,1.0
1257,Pectobacterium~phage~PM1,Caudovirales,Myoviridae,Unassigned,57_0,Clustered,5,VC_57_0,5,1.0,0.0,0.0,1,1,1,1.0
1258,Pectobacterium~phage~PP1,Caudovirales,Podoviridae,Zindervirus,257_0,Clustered,15,VC_257_0,15,1.0,0.0,0.0,2,1,1,1.0
1259,Pediococcus~virus~cIP1,Caudovirales,Siphoviridae,Phijl1virus,258_0,Clustered,3,VC_258_0,3,0.871,0.99300699,0.8649,1,1,1,1.0
1260,Phormidium~phage~MIS-PhV1A,Unassigned,Unassigned,Unassigned,325_0,Clustered,2,VC_325_0,2,1.0,0.0,0.0,1,1,1,1.0
1261,Phormidium~phage~MIS-PhV1B,Unassigned,Unassigned,Unassigned,325_0,Clustered,2,VC_325_0,2,1.0,0.0,0.0,1,1,1,1.0
1262,Phormidium~virus~WMP3,Caudovirales,Podoviridae,Unassigned,78_0,Clustered,2,VC_78_0,2,0.5768,0.73644752,0.4248,1,1,1,1.0
1263,Polaribacter~phage~P12002L,Caudovirales,Siphoviridae,P12002virus,326_0,Clustered,2,VC_326_0,2,1.0,0.0,0.0,1,1,1,1.0
1264,Polaribacter~phage~P12002S,Caudovirales,Siphoviridae,P12002virus,326_0,Clustered,2,VC_326_0,2,1.0,0.0,0.0,1,1,1,1.0
1265,Prochlorococcus~phage~MED4-184,Caudovirales,Myoviridae,Unassigned,244_0,Clustered,2,VC_244_0,2,0.7663,0.33333333,0.2554,1,2,2,1.0
1266,Prochlorococcus~phage~MED4-213,Caudovirales,Myoviridae,Unassigned,24_0,Clustered,3,VC_24_0,3,0.0489,0.99695861,0.0487,1,1,1,1.0
1267,Prochlorococcus~phage~P-GSP1,Caudovirales,Podoviridae,Unassigned,219_0,Clustered,19,VC_219_0,19,0.9047,1.0,0.9047,1,1,1,1.0
1268,Prochlorococcus~phage~P-HM1,Caudovirales,Myoviridae,Unassigned,24_0,Clustered,3,VC_24_0,3,0.0489,0.99695861,0.0487,1,1,1,1.0
1269,Prochlorococcus~phage~P-HM2,Caudovirales,Myoviridae,Unassigned,24_0,Clustered,3,VC_24_0,3,0.0489,0.99695861,0.0487,1,1,1,1.0
1270,Prochlorococcus~phage~P-RSM4,Caudovirales,Myoviridae,Unassigned,24_30,Clustered/Singleton,1,VC_24_30,1,0.0,0.0,0.0,1,1,1,1.0
1271,Prochlorococcus~phage~P-SSM2,Caudovirales,Myoviridae,Unassigned,24_21,Clustered/Singleton,1,VC_24_21,1,0.0,0.0,0.0,1,1,1,1.0
1272,Prochlorococcus~phage~P-SSM3,Caudovirales,Myoviridae,Unassigned,24_28,Clustered,2,VC_24_28,2,0.0159,0.89311952,0.0142,1,1,1,1.0
1273,Prochlorococcus~phage~P-SSM4,Caudovirales,Myoviridae,Unassigned,24_28,Clustered,2,VC_24_28,2,0.0159,0.89311952,0.0142,1,1,1,1.0
1274,Prochlorococcus~phage~P-SSM7,Caudovirales,Myoviridae,Unassigned,24_31,Clustered/Singleton,1,VC_24_31,1,0.0,0.0,0.0,1,1,1,1.0
1275,Prochlorococcus~phage~P-SSP10,Caudovirales,Podoviridae,Unassigned,219_0,Clustered,19,VC_219_0,19,0.9047,1.0,0.9047,1,1,1,1.0
1276,Prochlorococcus~phage~P-SSP3,Caudovirales,Podoviridae,Unassigned,219_0,Clustered,19,VC_219_0,19,0.9047,1.0,0.9047,1,1,1,1.0
1277,Prochlorococcus~phage~P-TIM68,Caudovirales,Myoviridae,Unassigned,24_19,Clustered/Singleton,1,VC_24_19,1,0.0,0.0,0.0,1,1,1,1.0
1278,Prochlorococcus~phage~Syn1,Caudovirales,Myoviridae,Unassigned,24_17,Clustered/Singleton,1,VC_24_17,1,0.0,0.0,0.0,1,1,1,1.0
1279,Prochlorococcus~phage~Syn33,Caudovirales,Myoviridae,Unassigned,24_6,Clustered,6,VC_24_6,6,0.0738,0.99999981,0.0738,1,1,1,1.0
1280,Prochlorococcus~virus~PSSP7,Caudovirales,Podoviridae,Unassigned,219_0,Clustered,19,VC_219_0,19,0.9047,1.0,0.9047,1,1,1,1.0
1281,Propionibacterium~phage~ATCC29399B_C,Caudovirales,Siphoviridae,Pa6virus,327_0,Clustered,70,VC_327_0,70,1.0,0.0,0.0,2,1,1,1.0
1282,Propionibacterium~phage~ATCC29399B_T,Caudovirales,Siphoviridae,Pa6virus,327_0,Clustered,70,VC_327_0,70,1.0,0.0,0.0,2,1,1,1.0
1283,Propionibacterium~phage~Anatole,Caudovirales,Siphoviridae,Anatolevirus,86_0,Clustered,6,VC_86_0,6,0.7492,0.99999969,0.7492,2,1,1,1.0
1284,Propionibacterium~phage~Attacne,Caudovirales,Siphoviridae,Pa6virus,327_0,Clustered,70,VC_327_0,70,1.0,0.0,0.0,2,1,1,1.0
1285,Propionibacterium~phage~B22,Caudovirales,Siphoviridae,Doucettevirus,86_0,Clustered,6,VC_86_0,6,0.7492,0.99999969,0.7492,2,1,1,1.0
1286,Propionibacterium~phage~B3,Caudovirales,Siphoviridae,Anatolevirus,86_0,Clustered,6,VC_86_0,6,0.7492,0.99999969,0.7492,2,1,1,1.0
1287,Propionibacterium~phage~BruceLethal,Caudovirales,Siphoviridae,Pahexavirus,327_0,Clustered,70,VC_327_0,70,1.0,0.0,0.0,2,1,1,1.0
1288,Propionibacterium~phage~Doucette,Caudovirales,Siphoviridae,Doucettevirus,86_0,Clustered,6,VC_86_0,6,0.7492,0.99999969,0.7492,2,1,1,1.0
1289,Propionibacterium~phage~E6,Caudovirales,Siphoviridae,Doucettevirus,86_0,Clustered,6,VC_86_0,6,0.7492,0.99999969,0.7492,2,1,1,1.0
1290,Propionibacterium~phage~Enoki,Caudovirales,Siphoviridae,Pahexavirus,327_0,Clustered,70,VC_327_0,70,1.0,0.0,0.0,2,1,1,1.0
1291,Propionibacterium~phage~G4,Caudovirales,Siphoviridae,Doucettevirus,86_0,Clustered,6,VC_86_0,6,0.7492,0.99999969,0.7492,2,1,1,1.0
1292,Propionibacterium~phage~Keiki,Caudovirales,Siphoviridae,Pa6virus,327_0,Clustered,70,VC_327_0,70,1.0,0.0,0.0,2,1,1,1.0
1293,Propionibacterium~phage~Kubed,Caudovirales,Siphoviridae,Pa6virus,327_0,Clustered,70,VC_327_0,70,1.0,0.0,0.0,2,1,1,1.0
1294,Propionibacterium~phage~Lauchelly,Caudovirales,Siphoviridae,Pa6virus,327_0,Clustered,70,VC_327_0,70,1.0,0.0,0.0,2,1,1,1.0
1295,Propionibacterium~phage~Moyashi,Caudovirales,Siphoviridae,Pahexavirus,327_0,Clustered,70,VC_327_0,70,1.0,0.0,0.0,2,1,1,1.0
1296,Propionibacterium~phage~MrAK,Caudovirales,Siphoviridae,Pa6virus,327_0,Clustered,70,VC_327_0,70,1.0,0.0,0.0,2,1,1,1.0
1297,Propionibacterium~phage~Ouroboros,Caudovirales,Siphoviridae,Pa6virus,327_0,Clustered,70,VC_327_0,70,1.0,0.0,0.0,2,1,1,1.0
1298,Propionibacterium~phage~P1.1,Caudovirales,Siphoviridae,Pa6virus,327_0,Clustered,70,VC_327_0,70,1.0,0.0,0.0,2,1,1,1.0
1299,Propionibacterium~phage~P100D,Caudovirales,Siphoviridae,Pa6virus,327_0,Clustered,70,VC_327_0,70,1.0,0.0,0.0,2,1,1,1.0
1300,Propionibacterium~phage~P100_1,Caudovirales,Siphoviridae,Pa6virus,327_0,Clustered,70,VC_327_0,70,1.0,0.0,0.0,2,1,1,1.0
1301,Propionibacterium~phage~P100_A,Caudovirales,Siphoviridae,Pa6virus,327_0,Clustered,70,VC_327_0,70,1.0,0.0,0.0,2,1,1,1.0
1302,Propionibacterium~phage~P101A,Caudovirales,Siphoviridae,Pa6virus,327_0,Clustered,70,VC_327_0,70,1.0,0.0,0.0,2,1,1,1.0
1303,Propionibacterium~phage~P104A,Caudovirales,Siphoviridae,Pa6virus,327_0,Clustered,70,VC_327_0,70,1.0,0.0,0.0,2,1,1,1.0
1304,Propionibacterium~phage~P105,Caudovirales,Siphoviridae,Pa6virus,327_0,Clustered,70,VC_327_0,70,1.0,0.0,0.0,2,1,1,1.0
1305,Propionibacterium~phage~P14.4,Caudovirales,Siphoviridae,Pa6virus,327_0,Clustered,70,VC_327_0,70,1.0,0.0,0.0,2,1,1,1.0
1306,Propionibacterium~phage~P9.1,Caudovirales,Siphoviridae,Pa6virus,327_0,Clustered,70,VC_327_0,70,1.0,0.0,0.0,2,1,1,1.0
1307,Propionibacterium~phage~PA1-14,Caudovirales,Siphoviridae,Pahexavirus,327_0,Clustered,70,VC_327_0,70,1.0,0.0,0.0,2,1,1,1.0
1308,Propionibacterium~phage~PA6,Caudovirales,Siphoviridae,Pa6virus,327_0,Clustered,70,VC_327_0,70,1.0,0.0,0.0,2,1,1,1.0
1309,Propionibacterium~phage~PAC1,Caudovirales,Siphoviridae,Pahexavirus,327_0,Clustered,70,VC_327_0,70,1.0,0.0,0.0,2,1,1,1.0
1310,Propionibacterium~phage~PAD20,Caudovirales,Siphoviridae,Pa6virus,327_0,Clustered,70,VC_327_0,70,1.0,0.0,0.0,2,1,1,1.0
1311,Propionibacterium~phage~PAS50,Caudovirales,Siphoviridae,Pa6virus,327_0,Clustered,70,VC_327_0,70,1.0,0.0,0.0,2,1,1,1.0
1312,Propionibacterium~phage~PHL009M11,Caudovirales,Siphoviridae,Pa6virus,327_0,Clustered,70,VC_327_0,70,1.0,0.0,0.0,2,1,1,1.0
1313,Propionibacterium~phage~PHL010M04,Caudovirales,Siphoviridae,Pahexavirus,327_0,Clustered,70,VC_327_0,70,1.0,0.0,0.0,2,1,1,1.0
1314,Propionibacterium~phage~PHL025M00,Caudovirales,Siphoviridae,Pa6virus,327_0,Clustered,70,VC_327_0,70,1.0,0.0,0.0,2,1,1,1.0
1315,Propionibacterium~phage~PHL030N00,Caudovirales,Siphoviridae,Pahexavirus,327_0,Clustered,70,VC_327_0,70,1.0,0.0,0.0,2,1,1,1.0
1316,Propionibacterium~phage~PHL037M02,Caudovirales,Siphoviridae,Pa6virus,327_0,Clustered,70,VC_327_0,70,1.0,0.0,0.0,2,1,1,1.0
1317,Propionibacterium~phage~PHL041M10,Caudovirales,Siphoviridae,Pa6virus,327_0,Clustered,70,VC_327_0,70,1.0,0.0,0.0,2,1,1,1.0
1318,Propionibacterium~phage~PHL055N00,Caudovirales,Siphoviridae,Pahexavirus,327_0,Clustered,70,VC_327_0,70,1.0,0.0,0.0,2,1,1,1.0
1319,Propionibacterium~phage~PHL060L00,Caudovirales,Siphoviridae,Pa6virus,327_0,Clustered,70,VC_327_0,70,1.0,0.0,0.0,2,1,1,1.0
1320,Propionibacterium~phage~PHL067M01,Caudovirales,Siphoviridae,Pa6virus,327_0,Clustered,70,VC_327_0,70,1.0,0.0,0.0,2,1,1,1.0
1321,Propionibacterium~phage~PHL067M10,Caudovirales,Siphoviridae,Pahexavirus,327_0,Clustered,70,VC_327_0,70,1.0,0.0,0.0,2,1,1,1.0
1322,Propionibacterium~phage~PHL070N00,Caudovirales,Siphoviridae,Pa6virus,327_0,Clustered,70,VC_327_0,70,1.0,0.0,0.0,2,1,1,1.0
1323,Propionibacterium~phage~PHL071N05,Caudovirales,Siphoviridae,Pa6virus,327_0,Clustered,70,VC_327_0,70,1.0,0.0,0.0,2,1,1,1.0
1324,Propionibacterium~phage~PHL082M00,Caudovirales,Siphoviridae,Pahexavirus,327_0,Clustered,70,VC_327_0,70,1.0,0.0,0.0,2,1,1,1.0
1325,Propionibacterium~phage~PHL082M03,Caudovirales,Siphoviridae,Pa6virus,327_0,Clustered,70,VC_327_0,70,1.0,0.0,0.0,2,1,1,1.0
1326,Propionibacterium~phage~PHL085N00,Caudovirales,Siphoviridae,Pahexavirus,327_0,Clustered,70,VC_327_0,70,1.0,0.0,0.0,2,1,1,1.0
1327,Propionibacterium~phage~PHL092M00,Caudovirales,Siphoviridae,Pa6virus,327_0,Clustered,70,VC_327_0,70,1.0,0.0,0.0,2,1,1,1.0
1328,Propionibacterium~phage~PHL095N00,Caudovirales,Siphoviridae,Pa6virus,327_0,Clustered,70,VC_327_0,70,1.0,0.0,0.0,2,1,1,1.0
1329,Propionibacterium~phage~PHL111M01,Caudovirales,Siphoviridae,Pa6virus,327_0,Clustered,70,VC_327_0,70,1.0,0.0,0.0,2,1,1,1.0
1330,Propionibacterium~phage~PHL112N00,Caudovirales,Siphoviridae,Pa6virus,327_0,Clustered,70,VC_327_0,70,1.0,0.0,0.0,2,1,1,1.0
1331,Propionibacterium~phage~PHL113M01,Caudovirales,Siphoviridae,Pa6virus,327_0,Clustered,70,VC_327_0,70,1.0,0.0,0.0,2,1,1,1.0
1332,Propionibacterium~phage~PHL114L00,Caudovirales,Siphoviridae,Pa6virus,327_0,Clustered,70,VC_327_0,70,1.0,0.0,0.0,2,1,1,1.0
1333,Propionibacterium~phage~PHL116M00,Caudovirales,Siphoviridae,Pa6virus,327_0,Clustered,70,VC_327_0,70,1.0,0.0,0.0,2,1,1,1.0
1334,Propionibacterium~phage~PHL117M00,Caudovirales,Siphoviridae,Pa6virus,327_0,Clustered,70,VC_327_0,70,1.0,0.0,0.0,2,1,1,1.0
1335,Propionibacterium~phage~PHL117M01,Caudovirales,Siphoviridae,Pa6virus,327_0,Clustered,70,VC_327_0,70,1.0,0.0,0.0,2,1,1,1.0
1336,Propionibacterium~phage~PHL132N00,Caudovirales,Siphoviridae,Pa6virus,327_0,Clustered,70,VC_327_0,70,1.0,0.0,0.0,2,1,1,1.0
1337,Propionibacterium~phage~PHL141N00,Caudovirales,Siphoviridae,Pa6virus,327_0,Clustered,70,VC_327_0,70,1.0,0.0,0.0,2,1,1,1.0
1338,Propionibacterium~phage~PHL150M00,Caudovirales,Siphoviridae,Pahexavirus,327_0,Clustered,70,VC_327_0,70,1.0,0.0,0.0,2,1,1,1.0
1339,Propionibacterium~phage~PHL151M00,Caudovirales,Siphoviridae,Pa6virus,327_0,Clustered,70,VC_327_0,70,1.0,0.0,0.0,2,1,1,1.0
1340,Propionibacterium~phage~PHL151N00,Caudovirales,Siphoviridae,Pa6virus,327_0,Clustered,70,VC_327_0,70,1.0,0.0,0.0,2,1,1,1.0
1341,Propionibacterium~phage~PHL152M00,Caudovirales,Siphoviridae,Pa6virus,327_0,Clustered,70,VC_327_0,70,1.0,0.0,0.0,2,1,1,1.0
1342,Propionibacterium~phage~PHL163M00,Caudovirales,Siphoviridae,Pa6virus,327_0,Clustered,70,VC_327_0,70,1.0,0.0,0.0,2,1,1,1.0
1343,Propionibacterium~phage~PHL171M01,Caudovirales,Siphoviridae,Pa6virus,327_0,Clustered,70,VC_327_0,70,1.0,0.0,0.0,2,1,1,1.0
1344,Propionibacterium~phage~PHL179M00,Caudovirales,Siphoviridae,Pa6virus,327_0,Clustered,70,VC_327_0,70,1.0,0.0,0.0,2,1,1,1.0
1345,Propionibacterium~phage~PHL194M00,Caudovirales,Siphoviridae,Pa6virus,327_0,Clustered,70,VC_327_0,70,1.0,0.0,0.0,2,1,1,1.0
1346,Propionibacterium~phage~PHL199M00,Caudovirales,Siphoviridae,Pa6virus,327_0,Clustered,70,VC_327_0,70,1.0,0.0,0.0,2,1,1,1.0
1347,Propionibacterium~phage~PHL301M00,Caudovirales,Siphoviridae,Pa6virus,327_0,Clustered,70,VC_327_0,70,1.0,0.0,0.0,2,1,1,1.0
1348,Propionibacterium~phage~PHL308M00,Caudovirales,Siphoviridae,Pa6virus,327_0,Clustered,70,VC_327_0,70,1.0,0.0,0.0,2,1,1,1.0
1349,Propionibacterium~phage~Pacnes~2012-15,Caudovirales,Siphoviridae,Pa6virus,327_0,Clustered,70,VC_327_0,70,1.0,0.0,0.0,2,1,1,1.0
1350,Propionibacterium~phage~Pirate,Caudovirales,Siphoviridae,Pa6virus,327_0,Clustered,70,VC_327_0,70,1.0,0.0,0.0,2,1,1,1.0
1351,Propionibacterium~phage~Procrass1,Caudovirales,Siphoviridae,Pa6virus,327_0,Clustered,70,VC_327_0,70,1.0,0.0,0.0,2,1,1,1.0
1352,Propionibacterium~phage~QueenBey,Caudovirales,Siphoviridae,Pahexavirus,327_0,Clustered,70,VC_327_0,70,1.0,0.0,0.0,2,1,1,1.0
1353,Propionibacterium~phage~SKKY,Caudovirales,Siphoviridae,Pa6virus,327_0,Clustered,70,VC_327_0,70,1.0,0.0,0.0,2,1,1,1.0
1354,Propionibacterium~phage~Solid,Caudovirales,Siphoviridae,Pa6virus,327_0,Clustered,70,VC_327_0,70,1.0,0.0,0.0,2,1,1,1.0
1355,Propionibacterium~phage~Stormborn,Caudovirales,Siphoviridae,Pa6virus,327_0,Clustered,70,VC_327_0,70,1.0,0.0,0.0,2,1,1,1.0
1356,Propionibacterium~phage~Wizzo,Caudovirales,Siphoviridae,Pa6virus,327_0,Clustered,70,VC_327_0,70,1.0,0.0,0.0,2,1,1,1.0
1357,Proteus~phage~PM~75,Caudovirales,Podoviridae,Unassigned,32_0,Clustered,4,VC_32_0,4,0.0806,0.99615783,0.0803,2,1,1,1.0
1358,Proteus~phage~PM~85,Caudovirales,Podoviridae,Zindervirus,257_0,Clustered,15,VC_257_0,15,1.0,0.0,0.0,2,1,1,1.0
1359,Proteus~phage~PM~93,Caudovirales,Podoviridae,Zindervirus,257_0,Clustered,15,VC_257_0,15,1.0,0.0,0.0,2,1,1,1.0
1360,Proteus~phage~PM135,Caudovirales,Siphoviridae,Novosibvirus,263_2,Clustered,3,VC_263_2,3,0.0515,0.59412322,0.0306,3,1,1,1.0
1361,Proteus~phage~PM16,Caudovirales,Podoviridae,Unassigned,32_0,Clustered,4,VC_32_0,4,0.0806,0.99615783,0.0803,2,1,1,1.0
1362,Proteus~phage~VB_PmiS-Isfahan,Caudovirales,Siphoviridae,Nonanavirus,250_0,Clustered,3,VC_250_0,3,0.9403,0.98601734,0.9272,1,2,1,1.0
1363,Proteus~phage~pPM_01,Caudovirales,Siphoviridae,Chivirus,14_0,Clustered,11,VC_14_0,11,0.7938,1.0,0.7938,1,1,1,1.0
1364,Proteus~phage~vB_PmiP_Pm5460,Caudovirales,Podoviridae,Zindervirus,257_0,Clustered,15,VC_257_0,15,1.0,0.0,0.0,2,1,1,1.0
1365,Providencia~phage~Redjac,Caudovirales,Siphoviridae,Chivirus,14_0,Clustered,11,VC_14_0,11,0.7938,1.0,0.7938,1,1,1,1.0
1366,Providencia~phage~vB_PreS_PR1,Caudovirales,Siphoviridae,Priunavirus,263_2,Clustered,3,VC_263_2,3,0.0515,0.59412322,0.0306,3,1,1,1.0
1367,Pseudoalteromonas~phage~Cr39582,Unassigned,Corticoviridae,Corticovirus,329_0,Clustered,2,VC_329_0,2,1.0,0.0,0.0,1,1,1,1.0
1368,Pseudoalteromonas~phage~H103,Caudovirales,Siphoviridae,Unassigned,58_0,Clustered,3,VC_58_0,3,0.1947,0.98442777,0.1916,1,1,1,1.0
1369,Pseudoalteromonas~phage~PH1,Caudovirales,Podoviridae,Kafunavirus,249_0,Clustered,3,VC_249_0,3,1.0,0.0,0.0,2,1,1,1.0
1370,Pseudoalteromonas~phage~Pq0,Caudovirales,Siphoviridae,Unassigned,183_0,Clustered,3,VC_183_0,3,0.5249,0.96036519,0.5041,1,1,1,1.0
1371,Pseudoalteromonas~phage~pYD6-A,Caudovirales,Podoviridae,Unassigned,12_0,Clustered,3,VC_12_0,3,0.2717,0.99672515,0.2708,1,1,1,1.0
1372,Pseudoalteromonas~virus~PM2,Unassigned,Corticoviridae,Corticovirus,329_0,Clustered,2,VC_329_0,2,1.0,0.0,0.0,1,1,1,1.0
1373,Pseudomonad~phage~gh-1,Caudovirales,Podoviridae,T7virus,218_0,Clustered,60,VC_218_0,60,0.9833,1.0,0.9833,4,1,1,1.0
1374,Pseudomonas~phage~14-1,Caudovirales,Myoviridae,Pbunavirus,189_0,Clustered,18,VC_189_0,18,0.8787,1.0,0.8787,1,1,1,1.0
1375,Pseudomonas~phage~201phi2-1,Caudovirales,Myoviridae,Phikzvirus,238_1,Clustered,2,VC_238_1,2,0.0711,0.87127644,0.0619,1,1,1,0.0
1376,Pseudomonas~phage~73,Caudovirales,Siphoviridae,Septima3virus,1_0,Clustered,12,VC_1_0,12,0.7004,1.0,0.7004,4,1,1,1.0
1377,Pseudomonas~phage~Andromeda,Caudovirales,Podoviridae,Bifseptvirus,65_0,Clustered,15,VC_65_0,15,0.7261,1.0,0.7261,6,1,1,1.0
1378,Pseudomonas~phage~B3,Caudovirales,Siphoviridae,Beetrevirus,193_0,Clustered,5,VC_193_0,5,0.3079,0.99999985,0.3079,2,1,1,1.0
1379,Pseudomonas~phage~Bf7,Caudovirales,Podoviridae,Bifseptvirus,65_0,Clustered,15,VC_65_0,15,0.7261,1.0,0.7261,6,1,1,1.0
1380,Pseudomonas~phage~Bjorn,Caudovirales,Podoviridae,Bjornvirus,220_0,Clustered,12,VC_220_0,12,0.947,1.0,0.947,5,1,1,1.0
1381,Pseudomonas~phage~C11,Caudovirales,Myoviridae,Pakpunavirus,43_0,Clustered,15,VC_43_0,15,0.6776,1.0,0.6776,1,1,1,1.0
1382,Pseudomonas~phage~DL54,Caudovirales,Podoviridae,Bruynoghevirus,220_0,Clustered,12,VC_220_0,12,0.947,1.0,0.947,5,1,1,1.0
1383,Pseudomonas~phage~DL60,Caudovirales,Myoviridae,Pbunavirus,189_0,Clustered,18,VC_189_0,18,0.8787,1.0,0.8787,1,1,1,1.0
1384,Pseudomonas~phage~DL62,Caudovirales,Podoviridae,Phikmvvirus,255_0,Clustered,11,VC_255_0,11,0.7133,1.0,0.7133,1,1,1,1.0
1385,Pseudomonas~phage~DL64,Caudovirales,Podoviridae,Litunavirus,13_0,Clustered,9,VC_13_0,9,0.6195,1.0,0.6195,2,1,1,1.0
1386,Pseudomonas~phage~DL68,Caudovirales,Myoviridae,Pbunavirus,189_0,Clustered,18,VC_189_0,18,0.8787,1.0,0.8787,1,1,1,1.0
1387,Pseudomonas~phage~EL,Caudovirales,Myoviridae,Elvirus,239_1,Clustered,3,VC_239_1,3,0.1344,0.99202848,0.1333,3,1,1,0.6667
1388,Pseudomonas~phage~F10,Caudovirales,Siphoviridae,Unassigned,252_0,Clustered,3,VC_252_0,3,0.7597,0.99754902,0.7578,1,1,1,1.0
1389,Pseudomonas~phage~F8,Caudovirales,Myoviridae,Pbunavirus,189_0,Clustered,18,VC_189_0,18,0.8787,1.0,0.8787,1,1,1,1.0
